MTG1	0.00	0.5	0.5	1.0	0.5	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG2	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG3	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG4	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG5	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG6	0.00	0.0	0.0	0.0	0.5	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG9	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.50	0.4	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG10	0.00	0.0	0.0	0.0	0.0	0.0	0.5	0.00	0.1	1.0	1.0	1.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG11	0.00	0.0	0.0	0.0	0.0	0.0	0.5	0.125	0.0	0.0	0.0	0.0	0.3	0.25	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG14	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG15	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG16	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG12	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.3	0.0	0.0	0.0	0.0	0.00	0.7	0.0	0.00	0.0	0.0	0.0	0.0	0.0
MTG13	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.2	0.0	0.0	0.0	0.0	0.00	0.0	0.6	0.00	0.0	0.0	0.0	0.0	0.0
MTG17	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.7	0.00	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0
MTG60	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.00	0.8	0.0	0.0	0.0	0.0
MTG18	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.3	0.0	0.00	0.2	0.0	0.0	0.0	0.0
MTG61	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.4	0.25	0.0	0.0	0.0	0.0	0.0
MTG19	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	1.0	0.0	0.0
MTG20	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	1.0	0.0	0.0	0.0
MTG7	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	1.0	0.0
MTG8	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.0	0.0	0.0	0.00	0.0	0.0	0.00	0.0	0.0	0.0	0.0	1.0
