id,102,103,100,101,110,108,109,106,107,104,105
102,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6335999999999999,1.0
103,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.9E-324,1.0,1.0,0.8569
108,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.066,1.0,1.0,0.839
109,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
106,1.0,1.0,1.0,1.0,4.9E-324,0.066,1.0,0.0,1.0,1.0,1.0
107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
104,0.6335999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
105,1.0,1.0,1.0,1.0,0.8569,0.839,1.0,1.0,1.0,1.0,0.0
