id,102,103,100,101,110,108,109,106,107,104,105
102,0.0,0.6,1.19,0.5,0.95,1.09,0.7,1.11,0.95,0.01,1.06
103,0.6,0.0,1.19,0.29,0.67,0.78,0.5,1.02,0.75,0.67,0.91
100,1.19,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
101,0.5,0.29,1.19,0.0,0.47,0.59,0.68,1.03,0.72,0.75,0.76
110,0.95,0.67,1.19,0.47,0.0,0.36,0.53,1.02,0.79,0.85,0.54
108,1.09,0.78,1.19,0.59,0.36,0.0,0.52,1.01,1.05,1.02,0.6
109,0.7,0.5,1.19,0.68,0.53,0.52,0.0,1.03,0.58,0.51,0.82
106,1.11,1.02,1.19,1.03,1.02,1.01,1.03,0.0,1.06,1.03,0.96
107,0.95,0.75,1.19,0.72,0.79,1.05,0.58,1.06,0.0,0.61,0.94
104,0.01,0.67,1.19,0.75,0.85,1.02,0.51,1.03,0.61,0.0,1.03
105,1.06,0.91,1.19,0.76,0.54,0.6,0.82,0.96,0.94,1.03,0.0
